,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
24399,3255,Families with Older Children,3.0,Indonesia,South East Asia,9.3,"very satisfied but to reach the room,it's have to go through the restaurant which are sometimes very noisy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24408,2806,Couples,1.0,Brunei Darussalam,South East Asia,7.3,"A very comfortable hotel, clean and conveniently situated. It is close to shopping belts, sightseeing and practically close to anywhere.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24444,4529,Couples,1.0,Indonesia,South East Asia,9.7,"We stayed there for only a night, and was upgraded for free to the presidential suite. We were very happy although we have to wait another 30 minutes. The hotel was very busy, but the staff were all helpful.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24453,2802,Couples,1.0,Brunei Darussalam,South East Asia,7.3,"Clean and comfortable hotel with good beddings. It is close to shopping belts, sightseeing and practically anywhere. Taxis is just outside waiting for you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24462,2623,Families with Young Children,4.0,Singapore,South East Asia,9.3,"Great location. Located at the heart of Singapore, there are alot of shopping centres and entertainments areas surrounding it. Very comfortable rooms and very nice and friendly staffs.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24480,4763,Families with Young Children,4.0,Philippines,South East Asia,8.7,"The hotel was great, friendly and efficient front desk persons and staff. Room was huge, which is great for the kids which quickly felt at home and almost didn't want to leave the hotel the first day. Tub and Shower are separate which is nice. I always forget that Singapore uses those 3pronged sockets which is not the same as other countries, but the hotel will lend you adapters if necessary. Huge Flatscreen TV.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24489,4503,Families with Older Children,3.0,Philippines,South East Asia,9.3,We enjoyed our stay with this hotel. We really appreciate the complimentary room upgrade. The room was so amazing. Thank you.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24498,932,Couples,1.0,Singapore,South East Asia,6.3,"Great hotel, the greatest thing is its proximity to famous medical facilities & shopping district and yet, quiet. The downside is a little bit pricy.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24516,5152,Business Travelers,2.0,Malaysia,South East Asia,9.3,"The hotel is near to historic Masjid Sultan at Arab Street. Muslim food easily can be found there especially the famous murtabak at a Couples of indian muslim restaurant there. Strategic location for muslim traveler to shop and dine at the surrounding area. The hotel also close to Bugis bus and taxi station (all bus and taxi going to JB). Bugis MRT station also about walking distance to the hotel. In general, I would give a thumbs up for the hotel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24525,2878,Couples,1.0,United Kingdom,Europe,8.7,"We arrived very late (2300) and the staff on duty soon had us checked in and off to bed. The breakfast was superb with a great variety of choice. Busses left outside the door to various parts of the city. The bed was very comfortable and the bathroom/shower were very good. The hotel was quiet. They gave us an extended checkout to 1400, took care of our bags and gave us access to their toilet/changing facilities while we waited for our 2315 flight.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
24534,5759,Families with Older Children,3.0,Vietnam,South East Asia,9.0,"I am very happy and enjoyed when stay at this Hotel with my family during 5 nights, Hotel facilities are very good, room clean, king size bed (I like this very much). Hotel staff are very friendly and professional. I will recommend my friend to stay in this hotel.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24543,5758,Business Travelers,2.0,United States of America,North America,9.0,we checked into the hotel early and was given a room that was available. from the check in to the check out I did not have any problems and did not have to go to the front desk until check out. I was given a key and internet access code and they worked for the whole week . I stay at hotels over 200 day a year and always have something not work or some small problems.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24552,4794,Families with Older Children,3.0,Indonesia,South East Asia,7.7,the room was nice and comfy. the bathroom was big and clean. the stffs were friendy. this hotel next to shopping area and food district.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
24561,3146,Business Travelers,2.0,Australia,Oceania,8.3,"I really enjoyed my stay at the Goodwood Park Hotel recently. I found a great rate on AGODA and stayed there for 3 nights over the weekend. The hotel is well located just off the Orchard Road shopping district and is close enought to be super convenient but far enough to be quiet. The hotel is set back off the main Scotts Road so its quiet. The pool area and lobby is well designed, modern but also classic. The rooms are large and roomy.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24570,4736,Solo travelers,6.0,New Zealand,Oceania,8.7,I was there for only 1 night but very happy with the room and the staff. Location is fantastic...Orchard Road....walking distance to everything...MRT is also a short walk and lots of cafes and restaurants around....No problems at all,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
24579,2135,Business Travelers,2.0,Sri Lanka,South Asia,8.0,The stay was great at this lovely hotel. We got a complimentary upgrade that was more than welcome. Right opposite two excellent bars at the Hyatt. Walking distance to the MRT station at ION orchard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24588,295,Business Travelers,2.0,Malaysia,South East Asia,8.3,Great hotel in the orchard road. Next to Takashimaya - a good shopping center and easily access to restaurant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24597,65,Groups,5.0,Indonesia,South East Asia,9.0,it was a great stay. since they have nice swimming pool up there. and it is near the casino and shopping centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24606,931,Groups,5.0,Singapore,South East Asia,9.3,"We’ve decided to book a hotel last minute for our graduation staycation and York hotel turn out to be a pleasant surprise for us. We looked around and found that York had a family/premier room for four and we decided to go with it since there were 5 of us. The beds were combined single beds so it was actually more than adequate with the super spacious rooms. In addition to these, it had a perfect location within just walking distance to orchard, the bus stop and train station. This was totally worth it for the amount that we had to pay. The rooms were clean and spotless. They provided us with conditioning shampoo, shower foam and towels etc which were clean. The shower was good with sufficient space and all. We asked for a bottle opener and the staff came promptly to us. In summary, there’s nothing to complain but I will also expect all hotels in Singapore to have the same standard.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
24624,202,Business Travelers,2.0,Germany,Europe,8.0,"I arrived very early, but my early check-in was not available due to non-availability of the room (full occupancy the night before). But the hotel made an effort and so i could check in by 9AM instead of 2PM. The room was great with comfortable beds. Clean bathroom and all amenities i needed as a business traveller. The breakfast was great too.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24633,2475,Solo travelers,6.0,Malaysia,South East Asia,9.7,"It was great.. One of the best hotel that I've stayed so far.. We went to Singapore to celebrate our friend's birthday... We booked a superior room, but got upgraded to the club room upon check-in.. My friend even got a surprise birthday cake with birthday card by the hotel delivered to our room when we back to the hotel.. Location was very convenient. Just few minutes walk, there's 24hrs McD and 7eleven.. Tanjong Pagar MRT station just 10minutes from the hotel.. However, a bit dissapointed that the hotel didn't provide free internet.. even wifi is chargeable..",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24642,1225,Couples,1.0,Australia,Oceania,7.7,Very enjoyable. The hotel is great for Orchard Road shopping. The taxis difficulty finding the entrance which is in a back street. Supermarket nearby at back of the hotel. We would prefer Burgis area because Orchard Road shops were not our scene but we couldn't fault the hotel. The buffet breakfast was excellent. I would like to find a soft bed in Asia though.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24660,3673,Couples,1.0,Indonesia,South East Asia,6.7,"It was great, it's just the waiting time for the room is 1 hour even though we have wrote them to not to in the special request.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24669,5743,Couples,1.0,Australia,Oceania,9.0,"We arrived in Singapore at 8AM and went to the hotel to leave our luggage there, but much to our surprise they said we were able to check in early! Never before have I checked in that early to a hotel, normally it's only 1-2 hours before the standard check in time. We stayed in a twin room which was a very good size compared to other hotels I've stayed in in Singapore. The bathroom was very clean and big, particularly the shower. I've always had issues with the water pressure of showers in Singapore but this one was great. The decor of the room and throughout the hotel itself was very nice. From the room you could hear people walking in the hallways if they spoke very loudly, but most of the time we were out so that did not bother us very much. It is also very close (about a 5 minute walk depending on the traffic lights) to the Dhoby Ghaut MRT station, which is the major MRT station as it has 3 train lines going to it. The red(that takes you to Orchard Road), yellow and purple. As well as this it is about a 2 minute walk to the Bras Basah MRT station which is on the yellow line. You could also walk to Bugis from this hotel in about 15 minutes. Overall this is a great hotel and I would definitely stay here again.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24678,4941,Business Travelers,2.0,India,South Asia,8.0,"very centrally located on orchard road , good value for money",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24687,5006,Business Travelers,2.0,India,South Asia,8.0,"on orchard road, great staff and a centrally located hotel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24696,5446,Groups,5.0,Indonesia,South East Asia,9.3,Great stay!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24705,1279,Families with Older Children,3.0,Australia,Oceania,9.3,"The location is very good, top end of Orchard Road, so has easy access to many department stores. Local bus stop in the front of the hotel, which we used regularly. Lovely large rooms with modern furnishings.The restaurant had a huge spread for breakfast which changed daily.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24714,5168,Couples,1.0,Malaysia,South East Asia,9.3,"friendly staff, great location as it was within walking distance to bugis shopping area and nice restaurants nearby. spacious room with comfortable bed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
24723,4301,Families with Young Children,4.0,Indonesia,South East Asia,7.7,"i had a good stay here at RELC for budget wise it is ok compare to other hotels around orchard and the place is quite, clean and spacious",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24732,1734,Business Travelers,2.0,Singapore,South East Asia,8.0,I was very impressed by the room design and staying on the executive floor is definitely worth it. The private access to the pool means more privacy and the service is great!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24741,5071,Families with Older Children,3.0,Indonesia,South East Asia,8.3,"I like the room and the bath room aswell,the location great for shopping and dining,definetly will come back this hotel again.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
24768,1509,Families with Older Children,3.0,Indonesia,South East Asia,8.0,"Comfortable, clean room. Will surely come back to stay at Ramada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24769,1520,Families with Older Children,3.0,Indonesia,South East Asia,8.0,"Comfortable, clean room. Will surely come back to stay at Ramada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24786,3086,Couples,1.0,Austria,Europe,9.7,"this is a really great hotel with an awesome location - i can only recommend this hotel. breakfast is great, the rooms are big and it is very close to Orchard Road",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24804,1060,Families with Young Children,4.0,Thailand,South East Asia,9.7,Swissotel is located near the MRT so it's easy to get everywhere in Singapore. The hotel is connect to Raffle City where is a shopping centre with great restaurants.The room is very big and comfortable. If you stay at excutive lounge you have lots of benefit.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
24813,1635,Families with Young Children,4.0,France,Europe,10.0,We had a lovely stay and will definitely go back! The villa was amazing and the service and food stunning! They were very caring. They provided us with everything we needed for our 1 year old daughter which made our stay more relaxing!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24822,2151,Couples,1.0,Indonesia,South East Asia,9.0,"Me and my wife had a pleasant stay. Staffs are friendly, large rooms and great location",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24831,4882,Families with Older Children,3.0,Indonesia,South East Asia,9.0,The hotel was very nice and modern looking. And it is just a short distance away from Orchard Shopping Center.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24840,432,Groups,5.0,Singapore,South East Asia,10.0,GREAT! I would come back for return stay in the near future!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24849,1186,Couples,1.0,Indonesia,South East Asia,8.3,"We got upgraded to Premier room, which is so much better compare to deluxe room. Room is with nice design and spacious, although the internet is pretty Slow there! Rest no complaints! will definetely come back again!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
24858,1592,Couples,1.0,Singapore,South East Asia,9.7,It's a very lovely and beautiful hotel to stay and enjoy with your love ones. Capella has its class and standard with its staff most helpful and given you a great feel of most welcome and feel at home. Althought it maybe expensive but it's worth every penny of it.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24867,1608,Couples,1.0,Singapore,South East Asia,10.0,Warm welcome received upon arrival. Doesn't need to wait too long for check-in. Layout and guidelines were briefed by receptionist along the way to our room. Good view from the balcony of the executive suite with clear view of the South China Sea. Surprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24876,5043,Business Travelers,2.0,Philippines,South East Asia,6.0,alright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24885,2495,Couples,1.0,Singapore,South East Asia,6.0,Value for money! Will stay again! Clean and great food! Easy access to MRT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24894,4367,Couples,1.0,Australia,Oceania,7.3,"Had a very good stay. Front desk Staff friendly. Rooms clean. The breakfast selection is very minimal and the juice was watered down. If you arrived in the last hour of breakfast sitting, most of the food was finished. It would be good if they gave more attention to the breakfast.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24903,4398,Solo travelers,6.0,Indonesia,South East Asia,9.0,"Wonderfull hotel, with friendly staff, easy to find, and near Orchard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24912,4900,Business Travelers,2.0,Indonesia,South East Asia,7.0,"The hotel is great, nice view, very clean, big room and I like the surrounding area. However, the sound proof is bad.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24921,5384,Business Travelers,2.0,Brunei Darussalam,South East Asia,7.3,"Very nice hotel and centrally located to most visitors wanted. Pool is a bit small for me but good size for family with children. Breakfast is ok. Shower is little tight for big guy. Suppose to provide Airport Transfer as stated at Agoda but was compensated an extension time till 6pm. Yes, I would recommend this hotel.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24930,3244,Business Travelers,2.0,Hong Kong,East Asia,9.7,"Nice hotel, peaceful , great service. A bit high for price but you have all kinds of support. Especially great friendly smile from the front desk & great durian cake.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
